기업명,주요업무,자격요건,우대사항
아틀라스네트웍스,• Network 구축 및 운영 관리 (IDC 관리 포함)• Cloud Server 구축 및 운영 관리• 사내 보유 서버 구축 및 운영 관리.,"• Linux command 및 Shell Script 사용 능력을 갖춘 사람• Firewall, VPN, Network 설정 및 운영 경험이 있는 사람• Linux Server 설정 및 기술 지원 경험이 있는 사람.","• AWS 등 클라우드 서비스를 활용한 개발, 운영 경험이 있는 사람• Grafana 구축/활용 경험이 있는 사람• 각종 서비스 장애 극복 경험이 있는 사람• Kubernetes를 활용한 개발, 운영 경험이 있는 사람• 산업기능요원 보충역 / 현역 전직인 사람• 운전 가능자 우대."
원익로보틱스,"ㆍ펌웨어 설계 - 로봇핸드 센서·구동 제어 보드의 펌웨어 구조 설계 - 실시간 제어 및 동기화 로직 아키텍처 구상 - 통신 프로토콜(CAN, Ethernet, SPI, UART 등) 설계 구상ㆍ펌웨어 설계 및 구현 - RTOS 기반 제어 펌웨어 개발 및 최적화 - 센서·구동기 데이터 수집 및 처리 로직 구현 - 통신 인터페이스 드라이버 개발 및 디버깅ㆍ검증 및 평가 보고 - 하드웨어·펌웨어 통합 테스트 - 성능 측정 및 최적화(주기 안정성, 응답 속도, 데이터 정확도) - 테스트 리포트 및 개선안 작성ㆍ국책과제 수행, 기술문서 작성, 협업기관과의 인터페이스 조율.","ㆍ학력 : 학사 이상(전기·전자계열/로봇공학계열 전공)ㆍ경력 : 6년 이상ㆍ필수기술 - 32bit Cortex-M 계열 MCU 개발 경험자 - RTOS를 활용한 통신 인터페이스(UART, I2C, CAN, Ethernet 등) 개발 능력 - C/C++ 활용 능력.",ㆍAC/DC/BLDC 등의 모터제어 또는 로봇제어 경험자ㆍ각종 관절로봇 개발 유경험자ㆍSTM32 계열 및 FreeRTOS 개발 경험자.
에타일렉트로닉스,"• High Power 무선충전 시스템 송신부 SMPS 설계/개발• High Power 무선충전 시스템 수신부 DC/DC 컨버터 설계/개발• 단상, 3상 PFC 설계/개발• 무선충전 시스템 전력 네트워크 설계/개발.",• 학력 : 학사 이상• 경력 : 무관• 전기전자공학 유관분야 전공.,"• 무선전력전송 관련 지식 보유• 단상, 3상 PFC 설계/개발 경험 보유• High Power SMPS, DC/DC 컨버터 개발 경험 보유• OrCAD/CST 툴 경험 보유• 석/박사 학위 보유."
에타일렉트로닉스,• 무선전력전송 HW 시스템 연구/설계/개발• 무선전력전송 HW 송수신부 코일 연구/설계/개발• 무선전력전송 HW 전력증폭기 연구/설계/개발.,• 학력 : 학사 이상• 경력 : 무관• 전기전자공학 유관분야 전공.,• 무선전력전송 관련 지식 보유• 코일 안테나 관련 지식 보유• OrCAD/CST 툴 경험 보유• 석/박사 학위 보유.
프보이,• 자사 비전 센서 PCB 설계 및 제작• 실시간 무선 센서 데이터 송출 펌웨어 개발• 제품화 및 양산을 위한 외주 제작·조립·검사 일정 및 품질 관리.,"• PCB 개발 및 펌웨어 개발 분야에서 2년 이상 실무 경험• C, C++, Python 등을 활용한 임베디드 시스템 개발 역량• 제품화 및 양산을 위한 회로 설계 및 최적화 경험.","• 관련 전공의 전문학사 이상 학력 보유자• 카메라 모듈 연동을 위한 PCB 설계 및 검증 경험• DSP(Digital Signal Processor) 기반 회로 설계 및 개발 경험• RF 통신 회로 설계 경험• KC, FCC 등 국내외 인증 대응 경험 또는 시험 통과 경험."
폴라리스쓰리디(Polaris3D),"- 로봇 내부 임베디드 보드의 Linux OS 커널 로그/시스템 에러 메시지 분석 및 원인 해소- 시스템 크래시, 드라이버 문제, 네트워크/메모리 관련 오류 등 커널 레벨 트러블슈팅 및 해결- C++ 기반 서비스 및 시스템 소프트웨어 개발- 디바이스 드라이버, IPC (Inter-Process Communication), 네트워크 스택 등 리눅스 환경 하위 레이어 개발 및 최적화- 실시간 로봇 플랫폼에 적용 가능한 안정적인 시스템 아키텍쳐 설계 및 구현- 센서, 제어 모듈, 네트워크 등 다양한 하위 시스템 간의 통신 및 데이터 처리 지원- 소프트웨어 엔지니어 및 하드웨어 팀과 협업하여 통합 테스트 및 배포 자동화 환경 구축.","- 학사 이상 (컴퓨터공학 관련 전공)- Linux OS(특히 Ubuntu, Debian 계열) 기반 개발 및 운영 경험 3년 이상(리눅스 관련 중 BSP 개발 관련 경력)- Linux OS 내부 동작원리와 커널 로그 분석 경험 보- C++ 기반 개발 능력 (STL, 멀티스레딩, 메모리 관리 및 스케줄러 활용 필수)- 디바이스 드라이버, BSP (Board Support Package), Yocto/Buildroot 기반 빌드 환경 경험- GDB, strace, perf 등 디버깅/성능 분석 툴 활용 능력.","- 로봇, 산업용 장비, 자율주행 등 실시간 로보틱스 제어 시스템 개발 경험- 시스템 자원 관리, 성능 분석 및 최적화 경험- 클라우드/컨테이너 환경(Docker, Kubernetes) 기반 배포 경험- DevOps 환경 구축 경험 (CI/CD, Jenkins, GitLab 등)- 영어 기술 문서 독해 및 해외 협업 가능자."
싸이버로지텍,"• 경량화된 AI 모델 및 RAG 기반 서비스 기획, 개발 및 운영• 클라우드 네이티브 인프라(GCP) 설계 및 자동화된 배포 환경 구축• 컨테이너 기반 시스템 운영 및 고객사 IT 프로젝트 기술 지원.","• 클라우드 환경에서의 인프라 구축, 운영 및 최적화 경험이 있으신 분• Python 및 오픈소스 도구를 활용한 AI 서비스 구현 역량이 있으신 분• Docker, Kubernetes, Terraform 기반의 인프라 자동화 및 운영 능력을 갖추신 분• 위 관련 경력 3년 이상 보유 하신 분.","• 생성형 AI 및 RAG 워크플로우 관련 프로젝트 경험이 있으신 분• 모니터링, 보안, 비용 최적화 등 운영 안정화 경험이 있으신 분• 고객사 협업 및 기술 커뮤니케이션 역량을 갖추신 분• 영어 커뮤니케이션 능력 보유 (writing) 하신 분."
스패너,"• 차량용/중장비 임베디드 제어기(32/64bit) 개발• 전원부, 통신부, GNSS부 관련 H/W 개발• 프로토타입 개발 및 제품 인증.",• 전기전자/정보통신/컴퓨터공학 관련 전공자• 해당 직무 근무 경험 5년 이상• 해외여행 결격 사유 없으신 분.,"• OrCAD, PADS, ARM-Core processor• EMC 및 제품 인증 경험자• 기능 안전 요구사항 경험자."
스패너,• STM32을 이용한 펌웨어 개발(CubeMX/CubeIDE/STLink사용)• 주변 회로 이해 및 제품 디버깅• 양산이전 관련 최적화.,• 전기전자/정보통신/컴퓨터공학 관련 전공자• 해당 직무 근무 경험 5년 이상• 해외여행 결격 사유 없으신 분.,• STM32 및 CubeMX/CubeIDE/STLink 사용 경험• 양산 제품 개발 경험• 무선 및 Network 관련 기능 구현 경험• 임베디드 리눅스 등 차량용 OS에 관심있는 자.
토르드라이브,"ㆍ자율주행 차량 시스템 설계 및 제어 알고리즘 개발 ㆍ자율주행 차량 제작을 위한 전체 시스템 아키텍쳐 및 전장 구성도 설계 ㆍ자율주행 차량 제어 알고리즘 개발 - 차량 제어를 위한 컴퓨팅 유닛 설계 및 펌웨어 개발 - 조향, 가감속을 위한 액추에이터 및 x-by-wire 차량 제어 - 차량 내부 통신 분석을 통한 신호 해석 및 제어 신호 생성 ㆍ차량 운행 데이터 분석 및 제어 성능 개선ㆍ센서, ECU 등과의 연동을 위한 통신/신호 흐름 정립 및 유지※ 일부 업무는 AMR(Autonomous Mobile Robot) 플랫폼에도 공통적으로 적용되며, AMR 시스템 개발로의 확장 가능성이 있습니다.","ㆍ관련 분야 전공 및 경력자 ㆍ자율주행 차량 제어 및 시스템 개발에 대한 이해 ㆍC++ 또는 Python 기반 프로그래밍 역량 ㆍ차량 네트워크 (CAN, LIN 등) 분석 및 활용 경험.","ㆍ자율주행 또는 로봇 시스템 관련 프로젝트/제품 개발 경험ㆍ차량 제어기 (ECU, EPS, VCU 등)와의 연동 경험ㆍ시뮬레이션 도구(Simulink, Carla, LGSVL 등) 사용 경험ㆍ실차 테스트 및 계측 장비 활용 경험."
이노서스,"• HIFU 트랜스듀서 및 음향 시스템 아키텍처 설계• 음향 시뮬레이션(Field II, K-Wave, COMSOL 등) 및 조직 전파 해석• 기구·회로·펌웨어·RF팀과의 통합 개발 리딩• 시제품 제작, 성능 검증(DVT), 양산 전환(DFM, Pilot Run) 총괄• KFDA, FDA 510(k), CE 등 의료기기 인허가 대응을 위한 기술 지원• 프로젝트 일정·품질·원가 목표 달성을 위한 개발 로드맵 관리.","• 초음파 의료기기 또는 유사 초음파 장비 개발 경력 5년 이상• HIFU 피부·지방 치료기기 상용화 경험• HIFU 트랜스듀서 설계 및 음향 시뮬레이션 경험• 제품 기획 개발 검증 양산까지 전 주기 경험• 다분야 협업 능력 (기구·회로·펌웨어)• 의료기기 규제환경(KFDA, FDA, CE 등) 이해.",• FDA 510(k) 승인 경험• 해외 협력 개발 프로젝트 경험• 제품 원가 절감·품질관리 경험.
에이엠,HW RF 개발.,"학력 : 대졸이상(전자/통신/전파공학 또는 유사학과 전공자)• 경력 : 신입~경력 20년이하• 5G/LTE/Wi-Fi/BT/GNSS 개발 경험자• 통신 모듈/기기, 전장제품 개발 경험자• Qualcomm 4G/5G Chipset 개발 경험자 우대.",
인스프로테크,"• 서버 및 스토리지(HP/Dell/NetApp 등) 구축 및 운영• 백업 시스템 및 이중화 구성 설계• 장애 대응 및 기술문서 작성• VMware 및 Proxmox 기반 서버 가상화 환경 구축 및 운영• HA 구성, 백업, 리소스 최적화 등 인프라 안정성 확보• 기존 시스템 마이그레이션 및 신규 프로젝트 수행.",• 관련 경력 5년 이상 (과~차장급 해당자)• VMware vSphere 및 Proxmox VE 구축 경험 필수• 리눅스 및 윈도우 서버 운영체제에 대한 이해• 시스템 아키텍처 설계 및 네트워크 연동 경험• 내부 고객 및 벤더 커뮤니케이션 능력.,"• 대규모 서버 가상화 프로젝트 PM 또는 PL 경험자• Hyper-V, KVM, Xen 등 가상화 기술 경험• ZFS / CEPH / NAS / 백업 시스템 연동 경험• 공공기관 또는 금융권 프로젝트 참여 경험."
리브스메드,• FPGA RTL 설계• 영상 솔루션 개발: 디지털 로직 설계• 이미지 센서 제어 및 영상 입출력 제어.,"• FPGA 개발 경력 8년 이상 보유자 (과장~차장급)• Xilinx/Altera FPGA 사용 경험자 • Xilinx Zynq, Intel NIOS 등 유사 MCU 사용 경험자 • AMBA Bus 기반 로직 개발 경험자 • FPGA Prototyping 경험자• 영상처리 지식 및 이해도가 높은 자.",• 이미지 프로세싱 알고리즘 개발 경력자• HLS 설계 경험자• VHDL 또는 Verilong 설계 경험자• RTL 합성 및 Timing 분석 능력 보유자.
씨드로닉스,"• 선박용 센서모듈 전기/전자 회로 설계 : 전원 계통 시스템 회로 설계 : MCU, IC를 포함한 PCB설계· 센서 드라이버/통신 펌웨어 개발 : MCU 기반의 펌웨어 개발 : 센서 및 통신 모듈 연계 로직 구현· 제품 운영 테스트 및 현장 지원.","• 2년 이상의 PCB/펌웨어 설계 경력· Cortex M3/4, ESP32 등 MCU 펌웨어 개발 경험· 디지털 및 아날로그 회로 설계 경험.","(우대) PCB Artwork 경험(우대) STM32CubeIDE, STM32CubeMX 등 STMicro 개발 환경 경험(우대) 다양한 통신 인터페이스(UART, I2C, SPI 등) 개발 경험(우대) C/C++/Python 프로그램 개발 경험(우대) EMI 인증 경험(우대) 비즈니스 영어 커뮤니케이션 가능자."
네오랩컨버전스(NeoLab),"• 스마트펜 및 소리펜 등 전자 제품 하드웨어 개발• 회로설계, PCB 설계, 개발 검증, 양산 Follow-up• 신규 부품 개발, 불량 분석, 제품 인증 지원.","• 경력: 5년~15년• 학력: 학사 이상• 전공: 전자, 정보통신 관련학과• 전자 회로 이해 가능자• 휴대용 전자제품 개발 경험자.","• Wi-Fi, Bluetooth 등 단말 개발 경험• 설계 Tool 사용 가능자 (OrCAD, Allegro)• 원활한 커뮤니케이션 능력 보유자."
포티투닷(42dot),"차세대 차량용 NPU(Neural Processing Unit) 설계 및 개발을 주도할 NPU hardware engineer를 모집합니다. 이 직무는 딥러닝 가속기에 최적화된 하드웨어 설계를 수행하며, 자동차 환경에서 요구되는 신뢰성과 실시간 성능을 만족하는 프로세서를 개발하는 핵심 역할을 담당합니다.• 자율주행 및 인공지능(AI) 연산을 위한 NPU 아키텍처 설계 및 최적화• 딥러닝 연산(Convolution, Transformer 등)에 최적화된 하드웨어 가속기 설계• 메모리 서브시스템 및 데이터 이동 최적화 (DMA, 캐시, 버스 구조 등)• 전력 효율 및 성능 최적화를 고려한 RTL 설계 및 검증 (Verilog, SystemVerilog, SystemC, UVM)• ASIC 및 FPGA 기반의 프로토타이핑 및 성능 검증• SoC(System-on-Chip) 내부의 다른 모듈(ARM, DSP 등)과의 인터페이스 설계• 자동차 반도체의 기능 안전(ISO 26262) 및 신뢰성 설계 적용.","• 전자공학, 컴퓨터공학, 반도체 공학 등 관련 전공 학사 이상 (박사 우대)• NPU, GPU, DSP, 또는 AI Accelerator 설계 및 개발 경험• RTL 설계 및 검증 경험• ASIC 또는 FPGA 설계 경험 및 논리 합성(Timing, Power Optimization) 경험• 메모리 및 데이터 패스 최적화 경험• 버스 프로토콜(AXI, AHB, PCIe 등) 및 병렬 컴퓨팅 아키텍처 이해.","차량용 반도체 표준(AEC-Q100, ISO 26262 등)에 대한 이해 및 경험• 임베디드 SoC 및 자동차 전용 프로세서 개발 경험• ASIC(Application-Specific Integrated Circuit) 설계 및 Tape-out 경험• AI/ML 워크로드 및 신경망 최적화에 대한 깊은 이해• AI/ML 알고리즘 및 뉴럴 네트워크 가속기 설계 경험• 전력 최적화 설계 및 PPA (Power, Performance, Area) 최적화 경험• 글로벌 팀과의 협업 경험 및 원활한 영어 커뮤니케이션 능력."
파스텍,"• 모터 드라이브 개발• Hardware, Firmware 설계 및 구현• 인증 업무 (EMC, Functional Safety 등).","• 학력: 대졸 이상• 전공: 전기, 전자 관련학과• 경력: 3년 이상.",• 모터 드라이브 개발 경력자• Functional Safety 인증 경험자• Embedded(Firmware) Programming 경험자.
리브스메드,• 소형 의료기기 HW/FW 개발• 디지털 임베디드 시스템 설계• 의료기기 인증 업무 지원 및 기술 문서 작성.,"• HW/FW 개발 경력 7년 이상 보유자 (과장~차장급)• 전자/제어계측, 전자공학 등 유사 학과 대졸자• 디지털 임베디드 시스템 설계 경험자• MCU 설계 및 FW 구현 가능자• OrCAD , KiCAD 등 전자 회로도 설계 가능자• C 프로그래밍 가능자• 모터, 통신 제어 프로그래밍 가능자.",• 의료기기 제조 / 인증 경험 보유자• 고속 신호 하드웨어 설계 경험자• 석사 보유자• 영어 커뮤니케이션 가능자.
리브스메드,• 소형 의료기기 MCU 설계 및 FW 제작• 디지털 임베디드 시스템 설계.,"• HW 개발 경력 2년 이상 보유자 (주임~대리급)• 디지털 임베디드 시스템 설계 경험• MCU 설계 및 FW 제작 가능 • OrCAD , KiCAD 전자 회로도 작성 가능• C 프로그래밍 가능 • 모터, 통신 제어 프로그래밍 가능.",• 의료기기 분야 경험 보유자• 상용화 및 양산 개발 경험자.
스카이랩스(SkyLabs),"• 초소형 의료기기 제어용 펌웨어 개발 (ARM Cortex-M 기반)• 배터리 기반, 저전력 제어 (소모전류 최적화)• 범용 인터페이스 제어 (UART, I2C, SPI, GPIO, ADC)• 무선 통신 제어 (BLE)• 센서 제어 (가속도, 온도, ECG, PPG)2) 초소형 의료기기 인증 지원3) 초소형 의료기기 양산 지원.","• 학력 : 대졸 이상, 공학계열(전자/컴퓨터/소프트웨어 등 관련 분야)• 경력 : 2년 이상• 해외 출장에 결격 사항이 없는 분 • 데이터시트 해석 가능 하신 분공학계열 (전기/컴퓨터/소프트웨어) 전공자.",• BLE MCU 개발 경험이 있으신 분• RTOS 개발 경험이 있으신 분• PC GUI (C# or 파이썬) 개발 경험이 있으신 분• 하드웨어 개발/디버깅 경험이 있으신 분• 관련 동아리/학회 경험이 있으신 분• 전공 학점이 우수하신 분 • 정보처리기사 자격증을 소유하신 분.
스카이랩스(SkyLabs),• 의료기기 제어용 HW 개발• 생체정보Sensor 응용 설계(PPG)• MCU Peripheral 설계 및 디버깅• 저전력 기반 MCU operation power debugging 및 전력소모 최적화• 소형 리듐이온 배터리 성능 검증 및 응용 설계 2) 제품 양산 follow up• PCB 제조 및 PBA 상태에서의 성능 검증.• 양산 수율 개선을 위한 공정 개선• 업체와의 유연한 소통• 시험 및 인허가 대응 3) EMC/EMI/IEC-60601-1 인증 대응.,"• 초대졸 이상, 공학계열(전기/전자/컴퓨터/소프트웨어)• HW개발 경력 2년 이상• 디지털 계측기 사용 가능(오실로스코프, power meter, signal generator)• OR CAD 사용 회로 schematic 작성 가능• 논리적이고 원활한 커뮤니케이션 능력을 보유한 분.","• 의료기기/웨어러블 타입 제품 개발, 인증, 양산 및 출시 경험• 펌웨어/하드웨어 관련 동아리/학회 경험• 전공학점 우수자."
에스알브이포지셔닝,[전형절차]• 티타임 후 상세 조건 조율 후 입사[주요업무]• 개발 완료된 기존 시스템 고도화 진행• 신규 시스템 기획 개발.,• 하드웨어 이해도를 가진 개발자• 개발 툴(IDE)환경에서 임베디드 보드 펌웨어 개발 경험• Linux OS 환경에서 개발 작업 경험 • C/C++ 코드 개발이 가능한 개발자.,• 자유롭게 팀 원 간 소통이 잘되는 개발자 :).
에이에스이티,• 차세대 이차전지용 신규부품 연구 및 개발 업무.,"• 4년제 대학교 졸업 이상(이공계열)• 화학과, 신소재공학, 화학공학과 등 전지관련 소재 및 전지개발관련 전공.",전지개발관련 경력전지관련 석/박사 학위 보유.
에이슨,"• 웨어러블 바이오센서, 기기 하드웨어 개발• 회로 분석 및 설계, 제작, 검증• F/W, S/W와의 협업• PCB Artwork (PCB 설계 Tool: Altium)• 부품선정 및 구매.","• 학사 이상• 회로설계 분야 5년 경력 이상• 해외출장에 결격사유가 없는 자[근무조건]• 근무형태: 정규직 (수습기간 - 3 개월)• 근무일시: 주5 일 (월~금), 9:00~18:00• 근무지역: 서울 강서구 화곡로 416 (가양역 바로 앞).","• 전자공학 및 관련 전공자• 웨어러블 의료기기 하드웨어 개발 경험자• 초소형 회로 설계 전문성• 의료기기의 인허가 및 규격에 대한 이해 보유• 제품개발 ~ 양산 전 과정 경험 보유[채용 절차]• 서류 전형 -＞ 1 차 면접 -＞ 2 차 면접 (필요시) -＞ 최종 합격 (면접일정은 추후 개별 안내합니다.)• 허위사실이 발견될 경우 채용 확정 이후라도 채용이 취소될 수 있습니다.[제출 서류]• 자유 형식 이력서 (경력 상세 기술, 해당 시)."
캐리마텍,"• 3D 프린터 기구 설계 또는, 전장 설계: 기구설계(3D 모델링 및 2D 도면 제작), 전장설계(PCB 및 하네스 설계)• 기존 제품 유지 보수: 기존에 제작되어 있던 제품의 유지보수 및 개선작업• 신제품 개발: 3D 프린터, 후경화 장치, 세척기 등의 제품 개발• 기술문서 제작: HW관련 기술문서 작성 및 배포.","• 학사 이상의 관련전공• 관련 직종 5년이상의 경력• 기구설계: 3D 및 2D 설계 툴 사용 경험• 전장설계: PCB 설계 툴 및 하네스 설계 경험• 다양한 직급, 부서의 사람들과 커뮤니케이션 능력• 업무관리를 위한 문서작성, PPT작성 능력• 영문 검색 및 메일 작성 능력전형절차 • 서류전형 ＞ 1차면접 ＞ 2차면접 ＞ 최종합격 • 면접일정은 추후 통보됩니다.","• 의료기기, 로봇 등 HW 설계 프로젝트 개발 경험• 기구 설계 프로그램: 인벤터, AUTO CAD• 전장 설계 프로그램: 알티움, PADS• 마이컴, 펌웨어 등에 대한 지식 및 경험."
제로원에이아이,"• 의료 / 금융 데이터 분산처리, 실시간 데이터처리 파이프라인 개발 운영• 하이브리드 클라우드 백엔드 시스템 개발 운영• AI 분석환경/학습/추론백엔드, 빅데이터 백엔드, LLM 백엔드 시스템 개발 운영• 3가지 기술방향에 공감 하고, 기술 면접 때 설명할 수 있어야 함. Cloud Native : https://github.com/cncf/toc/blob/main/DEFINITION.mdSoftware2.0 : https://karpathy.medium.com/software-2-0-a64152b37c35Shcillace Laws of Semantic AI : https://learn.microsoft.com/en-us/semantic-kernel/howto/schillacelaws[채용절차]1차 서류전형 ＞ 2차 코딩 테스트 ＞ 3차 기술 QA ＞ 레퍼런스체크 ＞ 4차 최종면접 ＞ 최종합격[지원 시 주의사항]• 6개월의 수습 기간이 있습니다.(수습 기간 동일 급여와 복리후생 보장)• CV 공통 필수 기재사항 : 전화번호, 이메일주소, 깃랩주소, 입사가능날짜• CV 경력직 필수 기재사항 : 희망연봉[참고사항]• 서류 합격자에 한해 연락드립니다.• 본 채용은 수시 진행으로 우수 인재 채용 시 마감될 수 있습니다.","[필수]언어 : 하나의 언어에 대한 강한 자신감이 있는 개발자 : Go 또는 Rust 또는 C++ [필수]기슬스택 : K8S, CNCF, Bigdata, 클라우드 네이티브[필수]경험 : 빅데이터분산처리, 고가용성, CNCF 생태계, 온프라미스/하이브리드 클라우드, CI/CD • 3가지 기술방향에 공감 하고, 기술 면접 때 설명할 수 있어야 함. Cloud Native : https://github.com/cncf/toc/blob/main/DEFINITION.mdSoftware2.0 : https://karpathy.medium.com/software-2-0-a64152b37c35Schillace Laws of Semantic AI : https://learn.microsoft.com/en-us/semantic-kernel/howto/schillacelaws.","• 우대사항 : 아래 사항 중 해본 적이 있거나, 기술 방향을 아래 키워드로 바꾸려는 경력 개발자: RAG, LangChain, LlamaIndex, LLM, SLM, GenAI, ComfyUI: Cloud Native, LLMOps, AIOps, MLOps, autoML, CNCF, K8S, Bigdata(spark, hadoop, kafka), Hybrid Cloud, Kaggle : AWS Bedrock, AWS Sagemaker, GCP Vertex AI, Azure ML Studio, OpenAI • 우대경험 Prompt Engineering 경험, SLM 학습경험, LLM fine-tuning경험, LLMOps 구축 운영경험, LangChain/Llamaindex개발경험, RAG 시스템 설계 개발 경험, StableDiffusion 경험, CompyUI경험, CKA, CKAD, CKS, KCNA, Golang서버개발경험, 빅데이터(Big Data) 시스템 개발경험, AI 파이프라인경험(MLOps, AIOps, CI/CD), AWS 등 클라우드 서비스경험, Database/API 개발경험, 데이터센터인프라개발경험, 블록체인 프로젝트 개발경험, AI모델개발 경험(캐글 및 주요대회 상위입상), AI 모델서빙 및 운용경험, 탑티어 컨퍼러스 및 저널 출판 경험, 보안AI(secure AI, federated learning)개발경험, Regreesion/Classification/ObjectDetecton/TimeSeries AI 개발경험, 인과추론 AI 개발경험, 글로벌AI과정이수경험 (cs329s, cs231n, cs224n, Deeplearning.ai)."
엔트,"• 냉동사이클 설계, 최적화• 제품 성능 검증• 양산화 지원.",• 관련 경력 5년이상.,"• 관련 자격증• 3D 설계 툴, 해석 툴 등 사용가능."
에이슨,• ARM core 기반 펌웨어 개발• Analog front-end 기반 펌웨어 개발• BLE wireless network 펌웨어 개발.,"• 해당 분야 3 년 이상 경력 보유자• 해외 출장에 결격사유 없는 자[근무조건]• 근무형태: 정규직 (수습기간 - 3 개월)• 근무일시: 주5 일 (월~금), 9:00~18:00• 근무지역: 서울 강서구 화곡로 416 (가양역 바로 앞).",• IoT security 인증 경험자 우대• 해당 업무 기반 펌웨어 개발 경력 보유자• Nordic nRF52840 및 BLE 개발 경험자 우대[채용 절차]• 서류 전형 -＞ 1 차 면접 -＞ 2 차 면접 (필요시) -＞ 최종 합격 (면접일정은 추후 개별 안내합니다.)• 허위사실이 발견될 경우 채용 확정 이후라도 채용이 취소될 수 있습니다.[제출 서류]• 자유 형식 이력서 (경력 상세 기술).
이온어스,"• 전력변환장치 개발(DSP F/W, H/W 설계, 시험, 검증)• 이동형에너지저장장치 System 통합(전장,배터리팩,EVSE)• 시스템 전장 개발• HMI, 임베디드• 개발업무지원• PM업무.",• 해당 직종 유경험자 • 직급 : 수석연구원/팀장급 (면접 후 결정).,"• PM 경력자• 자동차 전장 부품류 설계/개발 근무 경험• 문서작성 우수자• 전기/전자공학, 반도체공학, 기계공학과, 메카트로닉스공학 전공자 우대• UL/IEC 인증업무 진행 유경험자."
엔트,"• 전자제품, 공조기 PCB 개발 및 외주업체 관리• 전자제품, 공조기 펌웨어 개발 및 외주업체 관리.","• 관련경험 5년 이상• 해외여행에 결격사유가 없는 분• 전기, 자동제어 개발업무 경험이 있으신 분.",• 인버터 압축기 경험• 에어컨 개발 경험.
이투비비,"ㆍ안티드론 무력화 방어시스템 개발ㆍ산업용 PC제작ㆍ필드시험지원(FAE)ㆍ하드웨어 회로설계ㆍRF 신호 튜닝, GNSS 신호 튜닝ㆍHigh power Amp.",ㆍ학력 : 대졸이상ㆍ경력 : 5년 이상.,"ㆍ정보통신, 정보처리기사 자격증 소지자 우대ㆍ관련학과 우대."
코아시아씨엠코리아,"스마트폰 카메라 모듈 개발 업무(HW) • HW (0명)1. 원자재 설계 및 검토 : FPCB 회로 설계 및 검토, Array 도면 작도, Die Attach 및 Wire Bonding Guide 도면 작도 등 2. 원자재 실물 검토 : FPCB 외관, 평탄도, 치수 검토 SMT SUS 평탄도 및 Void 검토 등 3. 원자재 이원화 : FPCB 업체별 DFM 자료 검토 및 사양 협의, FPCB 제작 후 선도, 이원화 실물 검토 등4. 선행 기술 개발 : 미세회로 패턴 설계 및 구현, OIS 카메라 모듈등 개발 업무 진행.","경력 0년 이상 ~ 15년 이하대학졸업(2,3년) 이상.",해당 직무 경험.
코아시아씨엠코리아,"스마트폰 카메라 모듈 개발 업무(PL) • PL (0명) 1. 개발업무 : 개발 일정 관리,승인 샘플 제작 , 승인 자료 검토, 승인원, 고화소 및 OIS 카메라 개발등 2. 고객대응 : 고객 사양 검토 및 자료 작성, 제품 불량 분석 및 보고서 작성, 제품 개발에 필요한 전체 업무 관리(원자재 일정, 공정 프로세스 수립, 수율 개선, 업무 조율등)3. 선행개발 : 모바일 카메라 관련 선행기술 검토, Working Sample 제작 및 검토 등 3. 선행개발 : 업체 동향 조사, Working Sample 제작 및 검토 등.","경력 0년 이상 ~ 15년 이하대학졸업(2,3년) 이상.",해당 직무 경험.
오비이랩(Obelab),"• 의료·측정기기용 혼합 신호(Mixed-signal) 회로 설계 및 검증• 시스템 요구사항 정의, 전원/통신/센서 인터페이스 설계, 회로도 및 PCB Layout 검토• 펌웨어(FW) 개발 및 하드웨어 검증 자동화 시스템 구축 (테스트 장비, 교정기, 생산용 Jig, 기능검증 툴 등 개발 포함)• EMC/ESD 등 규제 요구사항 대응 및 제품 안정성 검증• 생산단계 장비 셋업, 공정 최적화, 품질 개선 지원• 기술 리스크 분석, 설계 표준화, 기술문서 작성 및 변경관리• HW/FW 통합 테스트 및 시스템 디버깅 수행• 신기술 검토 및 차세대 플랫폼 아키텍처 제안.","• 전자, 제어, 컴퓨터, 통신 관련 전공 학사 이상• 하드웨어 개발 경력 5년 이상 • 아날로그·디지털 회로 설계 및 PCB 개발 경험 (Altium, PADS, OrCAD 등)• MCU 펌웨어(C/C++) 개발 및 디버깅 경험 (STM32F4 시리즈)• 오실로스코프, 로직 분석기 등 계측장비 활용 능력• 제품 개발부터 양산까지의 전체 프로세스 경험• 협업 중심의 커뮤니케이션 역량 및 기술적 리더십.","• 석사 또는 박사 학위 소지자 • 의료기기, 생체신호 측정기기 등 규제산업(ISO 13485, IEC 60601 등) 경험자• Mixed-signal 회로, 고전압/고정밀 측정회로 설계 경험• 테스트 자동화(FW + 장비 제어) 경험• 생산공정 개선 및 공정기술(Production Engineering) 경험• Minitab, Python, LabVIEW 등 통계·테스트 분석 툴 사용 능력• 기술 표준화 및 설계검증(DV, DVT) 프로세스 구축 경험."
