기업명,주요업무,자격요건,우대사항
카카오페이증권(kakaopay증권),"• 클라우드 네이티브 데이터베이스 아키텍처 설계 및 구축 업무를 담당해요. - 비즈니스 요구사항 및 트래픽 패턴을 분석하여 최적의 RDBMS, NoSQL, 분산 DB 아키텍처 설계 및 구축 (On-premise & Cloud) - 데이터 플랫폼의 확장성, 탄력성, 비용 효율성을 고려한 아키텍처 개선 및 진화 주도 - SLO/SLI 정의 및 관리를 통한 서비스 수준 목표 달성 - 고가용성(HA) 및 재해복구(DR) 체계 구축, 운영 및 자동화된 검증• 데이터베이스 운영 자동화 및 도구 개발 업무를 담당해요. - IaC (Infrastructure as Code) 기반의 데이터베이스 프로비저닝 및 구성 관리 - 백업, 패치, 스키마 변경 등 반복적인 운영 업무 자동화 스크립트 및 도구 개발 (Python, Go 등) - 데이터베이스 CI/CD 파이프라인 구축 지원• 데이터베이스 보안 및 규제 준수 업무를 담당해요. - 데이터베이스 보안 아키텍처 설계 및 보안 정책 이행 (접근 통제, 암호화, 감사) - 금융 규제 요건 준수를 위한 기술적 지원 및 감사 대응 - 선제적 장애 예측, 탐지 및 자동화된 복구 시스템 구축- 데이터베이스 관측 가능성(Observability) 확보 및 성능 최적화: - Monitoring, Logging, Tracing 기반의 통합 관측 가능성 시스템 구축 및 고도화 - 대용량 트래픽 환경에서의 성능 병목 분석 및 고급 튜닝 (SQL, Index, System) - 선제적 용량 계획(Capacity Planning) 및 자원 효율화.","• 대용량 트래픽 환경에서 MySQL (Percona/MariaDB), MongoDB, PostgreSQL 중 하나 이상의 DBMS를 활용하여 8년 이상 실무 경험이 있으신 분 (HA 구성, 백업/복구, 설계, 튜닝 포함)을 원해요.• Python, Go, Shell Script 중 하나 이상을 활용하여 운영 자동화 또는 도구 개발 경험이 있으신 분을 원해요.• SQL 활용 능력이 뛰어나고, 복잡한 쿼리 작성 및 최적화가 가능하신 분을 원해요.• Linux 환경에서의 시스템 운영 및 트러블슈팅 경험이 있으신 분을 원해요.• 공개와 공유를 중요하게 생각하며, 동료들과 적극적으로 기술적 소통을 하시는 분을 원해요.• 데이터 기반으로 문제를 정의하고, 주도적으로 해결책을 찾아 실행하시는 분을 원해요.• 클라우드 환경 (AWS, GCP 등)에서 데이터베이스를 운영해 본 경험이 있으신 분을 원해요.","• 분산 데이터베이스 (CockroachDB, Vitess, Citus, TiDB 등) 또는 DB Sharding 기술을 실제 서비스에 적용하고 운영해 보신 분이면 좋아요.• 클라우드 관리형 DB (AWS Aurora/RDS, GCP Cloud SQL/Spanner 등) 심층 운영 경험이 있으신 분이면 좋아요.• 이기종 DBMS 간 CDC (Change Data Capture) 구축 및 운영 경험이 있으신 분이면 좋아요.• 무중단 데이터베이스 마이그레이션 또는 Major 버전 업그레이드 경험이 있으신 분이면 좋아요.• IaC (Terraform, Ansible 등) 도구를 활용하여 데이터베이스를 관리해 보신 분이면 좋아요.• Kubernetes 환경에서의 데이터베이스 운영 또는 Operator 개발 경험이 있으신 분이면 좋아요.• 관측 가능성 도구 (Prometheus, Grafana, ELK 등) 활용 및 시스템 구축 경험이 있으신 분이면 좋아요.• Oracle 19c RAC, Altibase 운영 경험이 있으신 분이면 좋아요.• 새로운 기술과 변화에 대한 호기심이 많고, 실패를 배움의 기회로 삼으며 끊임없이 성장하시는 분이면 좋아요.• 건설적인 비판과 토론을 통해 더 나은 결과를 만들어가는 데 기여하시는 분이면 좋아요."
쿠팡,"• Andon 채널별 KPI 달성률 포함 전체 데이터 품질을 관리하고, 정확한 데이터 기반 운영 보장• Andon Performance Metrics 분석을 통해 인사이트 도출 및 실행 가능한 액션 아이템 제안• 정의된 비즈니스 문제를 데이터 기반 문제로 전환하고, 분석을 통해 해결 방안 제시• 복잡한 데이터를 시각화 도구로 표현하고, 분석 결과를 이해관계자에게 명확히 전달• 내부 이해관계자 및 주니어 분석가와의 협업을 통해 전략적 의사결정을 지원하는 데이터 인사이트 제공• 효율적인 쿼리 작성 및 데이터 변환 로직 구현을 통해 안정적인 데이터 운영 지원• Presto, Airflow 등 도구를 활용한 대규모 데이터 파이프라인 설계 및 최적화.","• SQL 및 데이터 엔지니어링 경력 7년 이상을 보유하고, SQL을 비롯한 데이터 처리 기술 숙련도가 높아 효율적인 쿼리 및 변환 로직 작성이 가능한 분• 데이터 시각화 도구 및 기법에 대한 이해를 보유하고 복잡한 데이터를 효과적으로 표현 가능한 분• 데이터 검증 역량을 기반으로 데이터 결함 식별 및 품질 이슈 해결이 가능한 분• 비정형 문제에 대한 비판적 사고 및 문제 해결 능력을 보유하고 불완전하거나 모호한 요구사항 처리가 가능한 분• 빠르게 변화하는 환경에서 독립적으로 업무 수행이 가능하며 책임감 있고 판단력 있는 태도를 보유한 분.","• 컴퓨터공학, 통계학, 산업공학 등 관련 분야 학사 또는 석사 학위를 보유한 분• Python, R 등 데이터 처리 도구 실무 경험, 자동화 스크립트 및 분석 도구 활용이 원만한 분• 이커머스 또는 물류 산업 경험, 고객 경험 관련 비즈니스 프로세스 및 과제 이해도가 높은 분• 단순 구현을 넘어 비즈니스적 의미를 해석할 수 있는 데이터 분석 역량을 보유한 분• 애자일 개발 환경 경험, 우선순위 및 요구사항 변화에 유연하게 대응 가능한 분."
웨이커,• PostgreSQL 데이터베이스 운영• 데이터베이스 스키마 설계 및 데이터 모델링• 개발 팀과의 협업을 통한 SQL 쿼리 검토 및 최적화• 데이터베이스 성능 모니터링 및 최적화• 데이터베이스 보안 관리 및 접근 제어• 백업 및 복구 전략 수립 및 실행• 장애 대응 및 문제 해결.,"• PostgreSQL DBA로서의 경력 3년이상• SQL 및 PL/pgSQL에 대한 깊은 이해• 데이터베이스 성능 튜닝 및 문제 해결 능력• 백업, 복구 및 고가용성 구성 경험• 데이터베이스 보안 및 접근 제어에 대한 지식• 해외출장에 결격사유가 없으신 분.","• AWS, GCP, Azure 등 클라우드 환경에서 PostgreSQL 운영 경험• 다른 데이터베이스 시스템(예: Oracle, MySQL) 운영 경험• Shell, Python 등 스크립트 언어 활용을 통한 운영 자동화 경험• 대용량 데이터베이스 관리 경험• 관련 자격증 보유."
한국결제네트웍스유한회사,"• Database management - DB object/schema(table, view, function, …etc 생성/변경/삭제 등) 관리 - 데이터 동기화 운영(SPLEX) - DB scheduler 관리 - 대량 Data 작업 - DBMS 모니터링 / 백업 - Incident 관리 - DB statistic 관리 - 접근통제(계정/권한 관리) - Database 보안 및 각종 Audit 대응• Database Performance management - Abnormal SQL, DB health 모니터링 - SQL, 기타 성능 튜닝 - 정기 PM 및 DB 이중화 TEST - DB 패치 및 업그레이드• Development support - DB environment configuration - DB modeling - Physical Data schema 지원 (Table 생성/변경/삭제)• Development support - 대형 가맹점 DB 관리(Oracle, MySQL 등) - 프로젝트 단위 DB 구축 업무 지원• AWS RDS 관리.","• 경력 : DBA로서 5년 이상• Oracle Database 운영 경험 - AIX 환경에서의 Oracle DB 설치, 구성, 운영, 성능 튜닝 및 장애 대응 능력 - RAC, Data Guard, Partitioning 등 고가용성 및 성능 최적화 기술 이해• MySQL Database 운영 경험 - Linux 환경에서의 MySQL 설치, 설정, 모니터링, 백업/복구 경험 - Replication 및 클러스터링 운영 경험• 데이터 동기화 및 복제 경험 - SharePlex, Oracle GoldenGate 등 데이터 복제/동기화 솔루션 운영 경험• SQL 및 성능 최적화 - 복잡한 SQL 쿼리 작성 및 성능 분석/튜닝 능력 - 인덱스, 실행계획 분석 및 쿼리 최적화 경험• 운영 및 관리 역량 - DB 보안 정책 및 사용자 권한 관리 경험 - 백업/복구 전략 수립 및 운영 (RMAN, mysqldump, xtrabackup 등) - 모니터링 및 장애 대응 프로세스 운영 경험.","• 금융권 또는 미션 크리티컬 서비스 환경에서 DBA 경험이 있으신 분• AIX, Linux 운영체제 관리 경험 및 Shell Script 자동화 스크립팅 능력 보유하신 분• 성능 모니터링 툴 및 오픈소스 모니터링 솔루션(Zabbix, Prometheus 등) 활용 경험이 있으신 분• 클라우드 환경(DBaaS, AWS RDS, GCP CloudSQL 등) 운영 경험이 있으신 분• DevOps 및 CI/CD 환경에서 DB 관련 자동화 경험이 있으신 분• Oracle OCP, MySQL Certified, AWS/GCP Cloud 자격증 보유하신 분."
디어유,"• 데이터베이스 아키텍쳐 수립 및 구축/운영• 데이터베이스 관리 및 모니터링• 데이터베이스 모델링, 품질, 표준 운영/관리• 데이터베이스 성능 관리 및 장애 대응 관리• AWS Aurora 운영 및 기술지원 담당.","• 5년 이상의 DBA 업무 경험• 대용량 트랜잭션 처리를 위한 DB 설계, 구축, 운영 경험 보유하신 분• MySQL(RDBMS) 운영 경험이 있으신 분• AWS Aurora(Cloud DB기술) 운영 경험이 있으신 분• 데이터베이스 Performance Tuning / SQL Tuning 가능하신 분• 데이터베이스 운영을 위한 자동화 스크립트(언어) 개발이 가능하신 분• 데이터베이스 Trouble shooting 가능하신 분.","• 플랫폼 서비스 DBA 경험이 있으신 분• Java, Python 등 프로그램 개발 가능하신 분• NoSQL 포함 다양한 데이터베이스 운영이 가능하신 분• 대량 트랜잭션 처리 경험이 있으신 분."
핀다(FINDA),"핀다 DBA는 아키텍처를 구성하고 Database를 안정적으로 운영합니다.• 데이터베이스 분석, 설계, 구축, 운영• 데이터베이스 최적화(Tuning) 및 스키마 관리• 데이터베이스 성능 모니터링 및 장애에 대한 조치 시행• 데이터웨어하우스 설계 및 구축, 운영[핀다 DBA에서 사용하고 있는 기술]• AWS RDS, Aurora MySQL, RDS for MySQL, MongoDB.","• MYSQL DB 운영 경험이 있는 분• DB 성능 모니터링 및 개선에 대한 이해가 높으신 분• DB 보안, 백업에 대한 이해도가 높으신 분• DB Migration 경험 있으신 분• 여러 동료들과 적극적으로 소통하며 협업할 수 있는 분.","• 서비스 DB 설계 및 구축 경험 있는 분• 플랫폼 DB 운영, 아카이브 서비스 경험이 있는 분• AWS 환경에서 DB 운영 경험이 있는 분• SQL 튜닝을 경험해 보신 분• DB 장애 및 성능 이슈에 대응하고 해결할 수 있는 분• DB 모델링(논리, 물리, 표준화)을 경험해 보신 분."
이투스에듀,• 이투스에듀 전사 데이터베이스(DB) 운영 및 구축• 데이터베이스 운영 및 성능 관리• 데이터베이스 모니터링 및 장애 대응.,"• 학력: 무관• 경력: 3년 ~ 7년• RDBMS(MSSQL, PostgreSQL, MySQL 등) 중 1개 이상 운영 경험이 있으신 분 • RDBMS 운영에 대한 전반적인 지식.",• MSSQL 운영 경력 • 클라우드 환경(AWS 등)에서의 DB 운영 • SQL 튜닝 및 성능 개선 • 이기종 DB 간 데이터 이관 또는 연동 처리• 교육 플랫폼의 데이터 처리• 협업과 소통이 원활하신 분.
메리츠증권,"- AWS Aurora(MySQL) 클러스터 운영, 성능, 비용 최적화 및 장애 대응 - 백업, 복구 정책 수립 및 정기 복구 테스트 수행 - CloudWatch, Prometheus, Grafana 기반 모니터링 및 알림 시스템 운영 - IaC (Terraform/CloudFormation) 기반 DB 인프라 관리 자동화 - 개발, 플랫폼팀과 협력하여 서비스 특성에 맞는 최적의 아키텍쳐 제안/구축, 스키마 변경 및 쿼리 성능 개선 지원.","- AWS Aurora(MySQL) 운영 및 튜닝 경험 3년 이상 - 대용량 트랜잭션 환경 DB 성능 최적화 경험을 보유하신 분 - SQL 쿼리 분석 및 인덱스 최적화 능력을 보유하신 분 - IaC (Terraform/CloudFormation) 기반 인프라 관리 능력을 보유하신 분 - AWS 환경 이해 (VPC, IAM, KMS 등) 하고 계신 분 - 개발팀과 원활한 협업이 가능한 커뮤니케이션 능력을 보유하신 분 - 남자의 경우 병역필 또는 면제자 - 해외여행 및 금융거래에 결격 사유가 없는 자 - 금융관련 규정상 채용에 결격 사유가 없는 자.","- AWS Certified Database Specialty / Solutions Architect 자격 보유하신 분 - OpenSearch 인덱스 구조 설계, 검색 성능 개선 및 노드 관리 클러스터 튜닝 등 운영 경험을 보유하신 분 - ElastiCache(Valkey) 클러스터 구성, 캐시 효율성, 가용성 관리 등 운영 경험을 보유하신 분 - AWS MSK (Kafka) 클러스터 구성, 가용성 관리 등 운영 경험을 보유하신 분 - AWS 클라우드 운영 비용 최적화 경험을 보유하신 분 - Python/Bash 기반 자동화 스크립팅 경험을 보유하신 분 - 장애인, 보훈취업지원대상자 등 관련 법령에 따른 대상자."
현대오토에버,• 해외 인프라 거버넌스/표준/SOP 수립 및 권역별 이행 관리• 해외 권역 법인 협의체 커뮤니케이션• 글로벌 데이터베이스 운영 가이드 및 개선 절차 수립.,"• Oracle, Tibero, PostgreSQL, MySQL, MariaDB, MSSQL, MongoDB 중 1개 이상의 DB 운영 및 구축 경험• 데이터베이스 백업/이중화/모니터링 구성 경험 및 기본 이해• 데이터베이스 운영 스크립트 작성 및 자동화 경험(SQL,Shell, Python, VBA 등)• 영어 회화 및 문서 커뮤니케이션 능력 (글로벌 협업 필수).","• AWS/Azure/GCP 등 퍼블릭 클라우드, ITOM 플랫폼 경험자• 다국적 해외 법인과 협업한 실무 경험 or 프로젝트 수행 경험• Tibero, MySQL, MariaDB, MSSQL, MongoDB 중 1개 이상 경험해 보신 분• 다양한 데이터베이스를 경험할 용기가 있으신 분."
오엠티아이코리아,"Azure 클라우드 기반 서버 구축 및 운영• Microsoft Azure 개발환경, 운영환경 구축 및 운영• Microsoft Failover Clustering & SQL AlwaysOn 구축 및 운영.","• IT서비스관련 경험 2년 이상• Azure 클라우드 아키텍처• 설계/구축/운영 경험 (1년 이상)• 서버, 네트워크, 자동화 처리 지식 보유• 클라우드 기반 DBMS 운영 경험• IIS Web Farm 운영 경험 보유• SQL Server 설치, 연동 및 운영 경험• SQL AlwaysOn 운영 경험 보유• 초대졸 이상 졸업자• 동일 직무에 대해 2~7년 이하의 경력이 있으신 분.","• Azure 기반 RDBMS 최적화, 운영 경험• DB 모니터링 툴 사용 유 경험자• Log 수집 자동화, 인프라 로그 분석, 트러블 슈팅 경험."
메이크스타,"[합류하시면 이렇게 일해요!]• Data Analyst는 메이크스타의 제품 조직인 스쿼드(Squad)에 속합니다.• 스쿼드는 PO/UX 디자이너/개발자/데이터 분석가 등 2~8명의 직군으로 구성됩니다.• 각 스쿼드는 작은 스타트업처럼 자율성과 책임을 갖고 일합니다.• 빠른 실행을 통해 가설을 검증하며, 점진적으로 큰 변화를 만듭니다.• 데이터에 기반한 의사결정을 통해 제품을 만들고, 그에 대한 성과를 측정하고 학습/공유합니다.[이런 것을 경험할 수 있어요!]• 전사에서 Data-Driven 의사 결정을 할 수 있도록 전사의 북극성 지표 (North Star Metric)지표들을 설정하고 각 스쿼드 OKR 설계를 도울 수 있습니다.• 스쿼드의 가설을 함께 세우고, 실험 설계, 실험, 분석할 수 있습니다.• 동료들의 신뢰를 받고, 제품과 사업의 필요한 지표의 우선순위를 정할 수 있습니다.• 글로벌 시장에서 빠르게 성장하는 K-pop 시장의 변화를 주도할 수 있습니다.","[이런 분과 함께하고 싶어요!]• 데이터 분석 경력 5년 이상이며, 데이터를 활용해 실제 제품을 개선해 본 경험이 있는 분• 서비스 데이터 분석 방법(Funnel Analysis, Retention, Cohort Analysis, Customer Lifetime Value 등)에 대한 깊은 이해가 있는 분• SQL을 사용하여 직접 데이터를 가공하고 추출할 수 있는 분• BI/시각화 도구(Tableau, Grafana, Redash, Superset 등)를 활용한 대시보드를 구축해본 분• 데이터의 결과에 대해 다양한 부서 동료들과 효과적인 커뮤니케이션이 가능한 분[이런 기술을 활용해요!]• Google BigQuery, Google Cloud Storage• Google Cloud SQL for PostgreSQL• Amazon Aurora MySQL• Google Analytics 4, Google Tag Manager• Apache Airflow• Redash, Grafana.","[이런 분이면 더 좋아요!]• 전체 서비스 관점에서 필요한 분석을 경영진과 이야기하면서 주도적으로 찾고 실행할 수 있는 분• 팀 전체가 데이터를 어떻게하면 더 잘 볼 수 있을까 고민하는 분• 프로그래밍 언어(Python, R 등)를 이용해 데이터 분석 및 관련 프로젝트를 진행한 분."
피앤디솔루션,"• CoE Team의 일원으로, Dataiku 솔루션의 Specialist 역할을 담당하게 됩니다.• CoE Team 은 크게 4가지 목표로 운영됩니다. - 사내 분야별 기술 전문가 팀으로서의 전문성 확보 - 사내/외 전파 교육 및 컨설팅 제공 - 고객사에 대한 솔루션 제안 및 Demo 지원, 프로젝트 인수인계 및 기술 전수• Dataiku Specialist 는 아래 역할을 수행합니다. - Dataiku DSS 솔루션의 Technical Architecture 설계 및 기술 컨설팅 수행 - MLOps 솔루션 기반 Technical Architect 역할 수행 - Dataiku DSS 설치 및 구축 (Linux 환경 단독 설치, Docker/Kubernetes 기반 설치 자동화 포함) - Design/Automation/API/Govern Node 구성 및 환경 설정 - 사용자·그룹·권한·프로젝트·플러그인·코드 환경 등 기본 설정 및 운영 지원 - REST API, Kafka, DB, Object Storage 등과의 연동 구축 - 대규모 데이터셋 처리 성능 분석 및 최적화 - 고객사 대상 요구사항 분석, 기술 프레젠테이션, PoC 및 구현 가이드 제공.",• IT 시스템 구축 또는 데이터 플랫폼 관련 경력 5~10년• Linux 기반 시스템 설치 및 운영 경험• Docker 및 Kubernetes 환경 이해 및 실무 경험• RESTful API 및 데이터 통신 구조 이해• 데이터 분석·AI·ML에 대한 기본 개념 이해• 적극적이고 원활한 커뮤니케이션 능력*• 동료에 대한 상호 존중 및 배려의 태도*• 해외여행에 결격사유가 없는 분*##모든 기술을 완벽하게 갖추기보다는 위 기술 중 2~3개 이상의 강점을 가진 분을 찾고 있습니다.,"• 고객사 기술 대응과 구축 프로젝트에 직접 참여하는 기술 중심 포지션입니다.• DevOps, AI 플랫폼, 엔터프라이즈 데이터 파이프라인 분야에 관심이 많은 분을 환영합니다."
퓨쳐위즈(Futurewiz),"• 데이터베이스 구축, 운영 및 기술 지원• 데이터베이스 성능 및 Query 튜닝• 데이터베이스 성능 모니터링 및 장애 조치• 데이터베이스 보안 및 컴플라이언스 대응.","• AWS 기반의 데이터베이스 아키텍쳐 설계 및 구축, 운영을 3년이상 경험하신 분• SQL 튜닝 및 검수 능력을 보유하고 계신 분• 데이터베이스 모니터링 계획 수립 및 운영경험이 있는 분• DB 운영을 위한 자동화 스크립트 개발 가능한 분.","• Aurora RDS 외 데이터베이스 운영 경험이 있는 분 (MySQL, MS-SQL, PostgreSQL 등)• MongoDB 및 ElasticSearch등 NoSQL 경험을 가지고 계신 분• DB Major 버전 업그레이드 경험이 있으신 분• 퍼블릭 클라우드상의 보안 위협에 대한 높은 이해도를 보유하신 분• ISMS/ISMS-P 인증 심사 대응 경험이 있는 분• 문제해결 능력과 커뮤니케이션 능력이 뛰어나신 분• 백엔드 개발 경험 또는 이해도가 높으신 분."
빗썸,• 데이터 모델 설계• 데이터 표준 수립 및 메타 시스템 관리• 데이터 품질 관리• 데이터 거버넌스 전략 수립 및 구축.,• DB 전문 모델러/DA 유관경력 5년 이상인 분• 데이터 모델링 숙련도가 높으신 분• 데이터 및 도메인에 대한 이해도가 높으신 분• SQL 활용에 능숙하신 분• 동료들과 적극적으로 소통하며 협업할 수 있으신 분• 반드시 데이터 모델링 경력 3년 이상 필수.,• Oracle/MySQL/Postgresql에 지식과 경험이 있으신 분• SQLD 보유자 및 상위 등급 자격 보유하신 분• DASP 보유자 및 상위 등급 자격 보유하신 분• DA 설계공모대전 입상 및 참가 경험이 있으신 분• 데이터 거버넌스 관련 지식 보유하신 분.
시큐아이,• 무선 침입 차단 솔루션(WIPS) 개발• Back-end 개발.,"• C, C++, Python 등 언어 숙련자• 리눅스 시스템 프로그래밍 경험자• DB 테이블 설계 및 쿼리 튜닝 경험자• 근무지 : 서울 (프로젝트에 따라 지방/파견 근무 가능)※ 공통사항• 2025년 2월 이전 졸업 또는 졸업 예정인 분• 해외여행에 결격사유가 없는 분 (남자의 경우 병역필 또는 면제자 등)• 성적증명서 첨부 必.",• 무선 네트워크 개념 이해 및 프로그래밍 가능자• 무선 네트워크 보안장비 개발 유경험자• 무선 프로토콜 응용 프로그램 경험자• Linux 커널 프로그래밍 가능자.
시큐아이,"• SIEM 시스템 개발 및 유지보수　- 로그 수집, 분석, 저장 검색 기능 개발　- 이벤트 상관분석 및 경보 생성 로직 개발• 데이터 수집 및 처리　- 다양한 보안 장비(FW, IPS, WAF 등) 및 클라우드 로그 수집　- 로그 정규화 및 파싱 엔진 개발.",• Java 언어 사용 가능자• 데이터베이스 기본 지식 보유자• 리눅스 시스템 프로그래밍 경험자• 근무지 : 서울 (프로젝트에 따라 지방/파견 근무 가능)※ 공통사항• 2025년 2월 이전 졸업 또는 졸업 예정인 분• 해외여행에 결격사유가 없는 분 (남자의 경우 병역필 또는 면제자 등)• 성적증명서 첨부 必.,"• MSA기반 서비스 개발 경험자 (Quarkus 개발 경험자)• 분산 병렬처리 개발 경험자 (Flink 경험자)• Kafka 프레임워크 경험자• MariaDB, Clickhouse 경험자• Node.js 언어 사용 경험자."
두나무(업비트/증권플러스),"• 다양한 성능 테스트와 모니터링을 통해 데이터베이스 시스템의 성능을 최적화합니다.• 데이터베이스 관련 문제를 신속하게 해결하며, 장애 상황을 예방합니다.• 데이터 백업 및 복구 프로세스를 관리하여 데이터 손실을 방지합니다.• 데이터베이스 보안을 강화하고 규정 준수를 유지합니다.• 업무를 자동화하고 표준화된 프로세스를 통해 데이터베이스 운영을 효율적으로 관리합니다.",• 10년 이상 MySQL 데이터베이스 운영 경험이 있으신 분• 5년 이상 Public Cloud 환경에서 데이터베이스 운영 경험이 있으신 분• 데이터베이스 장애 처리 및 SQL 튜닝 능력을 보유하신 분• Python 또는 Shell Script를 이용한 운영 자동화 스크립트 개발 경험이 있으신 분.,"• 개발자와 협업하여 대용량 트래픽 데이터베이스 성능을 최적화한 경험이 있으신 분• 다양한 장애 대응 경험이 있으신 분• 업무 공유에 적극적이고 팀워크를 중요시하는 분• 프로그래밍 개발을 좋아하고, 새로운 기술에 대한 지속적인 관심을 가지고 있으신 분• 문제의 근본 원인을 분석하고 해결하기 좋아하시는 분• 금융권이나 핀테크 도메인 경험이 있으신 분• 멀티클라우드 환경에서 DB 운영 및 인프라 설계 경험이 있으신 분• NoSQL과 같은 다양한 비즈니스 워크로드에 대응하는 데이터베이스를 운영해본 경험이 있으신 분[지원서 작성 방법]• 이력서에는 실제 수행한 프로젝트를 중심으로, 본인의 역할과 기여 내용을 구체적으로 작성해주시기 바랍니다.• 프로젝트명이나 결과만 나열하기보다는, 아래 항목을 참고하여 경험의 전반적인 맥락을 전달해 주세요. (예시: 팀프로젝트 진행 시 어려웠던 점과 이를 해결해나가는 과정 등)• Github, GitLab, Bitbucket 등의 개인 프로젝트나 포트폴리오가 있다면 함께 첨부해 주세요. 실무 경험과 역량을 이해하는 데 도움이 됩니다.[유의사항]• 이력서는 자유 양식입니다.• 재직 이력은 빠짐없이 정확하게 작성해 주시고, 휴직 이력이 있다면 기간과 사유를 구체적으로 기재해 주세요.• 채용 과정에서 전/현직 직장의 영업 비밀이 침해되지 않도록 유의해 주세요.• 주민번호, 현재 연봉, 희망 연봉 등 민감한 정보는 삭제하거나 마스킹 후 제출해 주세요.[공통 지원자격]• 해외 여행에 결격 사유가 없으신 분."
현대오토에버,• 데이터 모델 진단 및 관리• 데이터 표준화 업무 수행• 데이터 거버넌스 구축 및 관리• PJT 지원 : 데이터 모델링 및 데이터 이관 등 전반적인 PJT 업무 수행.,• 시스템 개발 및 운영 경험• DB모델링 경험• 데이터 품질 진단 경험• 데이터 아키텍처 관련 지식.,"• Opensource RDBMS 및 NoSQL DB에 대한 이해• 데이터 관련 자격증 보유(DAP, DasP, SQLP, SQLD)• 원활한 커뮤니케이션 능력• 데이터 및 도메인 관련 지식."
웨이커,• PostgreSQL 데이터베이스 운영• 데이터베이스 스키마 설계 및 데이터 모델링• 개발 팀과의 협업을 통한 SQL 쿼리 검토 및 최적화• 데이터베이스 성능 모니터링 및 최적화• 데이터베이스 보안 관리 및 접근 제어• 백업 및 복구 전략 수립 및 실행• 장애 대응 및 문제 해결.,"• PostgreSQL DBA로서의 경력 3년이상• SQL 및 PL/pgSQL에 대한 깊은 이해• 데이터베이스 성능 튜닝 및 문제 해결 능력• 백업, 복구 및 고가용성 구성 경험• 데이터베이스 보안 및 접근 제어에 대한 지식• 해외출장에 결격사유가 없으신 분.","• AWS, GCP, Azure 등 클라우드 환경에서 PostgreSQL 운영 경험• 다른 데이터베이스 시스템(예: Oracle, MySQL) 운영 경험• Shell, Python 등 스크립트 언어 활용을 통한 운영 자동화 경험• 대용량 데이터베이스 관리 경험• 관련 자격증 보유."
워트인텔리전스,"우리 회사의 DBA는 아래와 같은 일을 합니다.• MySQL 데이터베이스 설계, 구축 및 운영• 데이터베이스 성능 모니터링 및 튜닝• 백업 및 복구 전략 수립 및 실행• 장애 분석 및 문제 해결• 보안 정책 수립 및 데이터베이스 접근 제어• 대규모 트래픽 환경에서의 안정적인 데이터베이스 운영 지원.","아래의 요건을 갖추신 분들을 찾고 있습니다.• MySQL 등의 RDBMS 운영 경험을 3년 이상 갖추신 분• SQL 쿼리 최적화 및 성능 튜닝 능력을 보유하고 계신 분• Linux/Unix 환경에서의 DB 운영 경험을 보유하신 분• 백업, 복구, 고가용성(HA) 구성 경험이 있으신 분• 데이터베이스 보안 및 접근 제어에 대한 높은 이해도를 보유하신 분.","이런 경험이 있다면 더욱 좋습니다.• 클라우드 환경(AWS, GCP, Azure 등)에서의 DB 운영 경험이 있으신 분• 대규모 트래픽 처리 경험을 보유하신 분• NoSQL 또는 기타 DBMS 경험 (MongoDB, PostgreSQL 등)이 있으신 분• DevOps 도구(Jenkins, Ansible 등) 활용 경험이 있으신 분• DBA 관련 자격증을 보유하고 계신 분."
비큐에이아이,"① 뉴스 기사 및 광고 데이터를 크롤링/스크래핑하는 모듈 개발 및 운영 ② 수집된데이터에 대한 전처리 및 정제 처리 ③ Python(FastAPI), Java(Spring Boot) 기반 API 및 백엔드 시스템 개발 및 운영 ④ Redis/Kafka 메시징 시스템 구성 및 데이터 흐름 관리 ⑤ ElasticSearch 벡터 검색을 이용하는 RAG 운영 및 성능 관리 ⑥ LLM 응답 품질 개선 및 시스템 안정화 지원.","① 컴퓨터공학, 소프트웨어공학, AI 관련 전공 학사 이상② 백엔드 및 AI 관련 개발을 포함한 7년 이상의 실무 경력③ 텍스트 데이터 처리 및 자연어 처리(NLP) 시스템 구축 경험④ Python과 Java 양방향 개발 실무 경험⑤ FastAPI 및 Spring Boot 기반 API 개발 경험⑥ Redis, Kafka 등 메시징/인프라 시스템 운영 경험⑦ ElasticSearch 등 검색 시스템 운영.","• ElasticSearch 또는 벡터 검색 시스템 고도화 경험• 대규모 텍스트 데이터 처리 및 실서비스 적용 경험• 최신 AI 기술(RAG, LLM 등)을 기반으로 한 서비스 운영 경험."
트리즈엔,• 백엔드 시스템의 설계 및 개발• API 개발 및 유지보수• 데이터베이스 설계 및 최적화• 기존 시스템의 성능 개선 및 문제 해결.,"• 컴퓨터 공학 관련 학사 학위 이상• 백엔드 개발 경력 3년 이상• Java, Python, Node.js 중 하나 이상의 프로그래밍 언어에 대한 숙련도• 데이터베이스 설계 및 SQL에 대한 이해.",• 대규모 트래픽 처리 경험• 클라우드 환경에서의 개발 경험• Agile 개발 방법론에 대한 이해• 오픈소스 프로젝트 기여 경험.
